trial,alpha,alg,group,t,t-inv
0,0.1,eval,13.0,65.0,18.0
0,0.1,eval,24.0,411.0,41.0
0,0.1,eval,7.0,2255.0,314.0
0,0.1,lilt,13.0,337.0,8.0
0,0.1,lilt,24.0,1120.0,8.0
0,0.1,lilt,7.0,2450.0,17.0
0,0.1,lila,13.0,26.0,26.0
0,0.1,lila,24.0,50.0,26.0
0,0.1,lila,7.0,1841.0,26.0
1,0.1,eval,13.0,104.0,12.0
1,0.1,eval,24.0,403.0,141.0
1,0.1,eval,7.0,1692.0,621.0
1,0.1,lilt,13.0,368.0,8.0
1,0.1,lilt,24.0,939.0,8.0
1,0.1,lilt,7.0,1948.0,19.0
1,0.1,lila,13.0,26.0,26.0
1,0.1,lila,24.0,398.0,26.0
1,0.1,lila,7.0,774.0,26.0
2,0.1,eval,7.0,136.0,34.0
2,0.1,eval,13.0,158.0,123.0
2,0.1,eval,24.0,466.0,183.0
2,0.1,lilt,13.0,243.0,136.0
2,0.1,lilt,24.0,561.0,136.0
2,0.1,lilt,7.0,1967.0,136.0
2,0.1,lila,7.0,126.0,26.0
2,0.1,lila,13.0,131.0,35.0
2,0.1,lila,24.0,460.0,28.0
3,0.1,eval,13.0,151.0,56.0
3,0.1,eval,24.0,283.0,197.0
3,0.1,eval,7.0,739.0,9.0
3,0.1,lilt,13.0,278.0,228.0
3,0.1,lilt,24.0,486.0,228.0
3,0.1,lilt,7.0,976.0,6.0
3,0.1,lila,13.0,59.0,29.0
3,0.1,lila,24.0,280.0,29.0
3,0.1,lila,7.0,739.0,26.0
4,0.1,eval,13.0,97.0,58.0
4,0.1,eval,24.0,325.0,96.0
4,0.1,eval,7.0,2013.0,137.0
4,0.1,lilt,13.0,312.0,12.0
4,0.1,lilt,24.0,1522.0,12.0
4,0.1,lilt,7.0,2318.0,209.0
4,0.1,lila,13.0,58.0,26.0
4,0.1,lila,24.0,267.0,26.0
4,0.1,lila,7.0,1835.0,26.0
5,0.1,eval,13.0,122.0,80.0
5,0.1,eval,24.0,523.0,370.0
5,0.1,eval,7.0,1404.0,269.0
5,0.1,lilt,13.0,404.0,334.0
5,0.1,lilt,24.0,812.0,334.0
5,0.1,lilt,7.0,2147.0,334.0
5,0.1,lila,13.0,80.0,26.0
5,0.1,lila,24.0,443.0,26.0
5,0.1,lila,7.0,1215.0,26.0
6,0.1,eval,13.0,41.0,24.0
6,0.1,eval,24.0,119.0,34.0
6,0.1,eval,7.0,892.0,450.0
6,0.1,lilt,13.0,119.0,7.0
6,0.1,lilt,24.0,195.0,7.0
6,0.1,lilt,7.0,1121.0,16.0
6,0.1,lila,13.0,26.0,26.0
6,0.1,lila,24.0,34.0,26.0
6,0.1,lila,7.0,622.0,26.0
7,0.1,eval,13.0,90.0,50.0
7,0.1,eval,24.0,193.0,95.0
7,0.1,eval,7.0,1253.0,557.0
7,0.1,lilt,13.0,195.0,143.0
7,0.1,lilt,24.0,452.0,143.0
7,0.1,lilt,7.0,1376.0,143.0
7,0.1,lila,13.0,50.0,26.0
7,0.1,lila,24.0,153.0,26.0
7,0.1,lila,7.0,1146.0,26.0
8,0.1,eval,13.0,104.0,83.0
8,0.1,eval,24.0,193.0,105.0
8,0.1,eval,7.0,971.0,262.0
8,0.1,lilt,13.0,226.0,15.0
8,0.1,lilt,24.0,611.0,15.0
8,0.1,lilt,7.0,1653.0,15.0
8,0.1,lila,13.0,35.0,26.0
8,0.1,lila,24.0,188.0,26.0
8,0.1,lila,7.0,982.0,26.0
9,0.1,eval,13.0,120.0,62.0
9,0.1,eval,24.0,466.0,268.0
9,0.1,eval,7.0,569.0,163.0
9,0.1,lilt,13.0,341.0,268.0
9,0.1,lilt,24.0,961.0,268.0
9,0.1,lilt,7.0,1567.0,268.0
9,0.1,lila,13.0,71.0,29.0
9,0.1,lila,24.0,455.0,29.0
9,0.1,lila,7.0,543.0,26.0
10,0.1,eval,13.0,58.0,31.0
10,0.1,eval,24.0,150.0,58.0
10,0.1,eval,7.0,379.0,313.0
10,0.1,lilt,13.0,119.0,58.0
10,0.1,lilt,24.0,714.0,58.0
10,0.1,lilt,7.0,1981.0,58.0
10,0.1,lila,13.0,31.0,26.0
10,0.1,lila,24.0,68.0,26.0
10,0.1,lila,7.0,387.0,26.0
11,0.1,eval,13.0,118.0,81.0
11,0.1,eval,24.0,447.0,85.0
11,0.1,eval,7.0,1273.0,485.0
11,0.1,lilt,13.0,410.0,390.0
11,0.1,lilt,24.0,1315.0,390.0
11,0.1,lilt,7.0,1983.0,9.0
11,0.1,lila,13.0,116.0,38.0
11,0.1,lila,24.0,486.0,36.0
11,0.1,lila,7.0,1137.0,26.0
12,0.1,eval,7.0,123.0,82.0
12,0.1,eval,13.0,189.0,28.0
12,0.1,eval,24.0,308.0,241.0
12,0.1,lilt,13.0,309.0,124.0
12,0.1,lilt,24.0,466.0,124.0
12,0.1,lilt,7.0,960.0,124.0
12,0.1,lila,13.0,28.0,26.0
12,0.1,lila,7.0,122.0,26.0
12,0.1,lila,24.0,308.0,26.0
13,0.1,eval,13.0,199.0,29.0
13,0.1,eval,24.0,351.0,245.0
13,0.1,eval,7.0,619.0,173.0
13,0.1,lilt,13.0,345.0,11.0
13,0.1,lilt,24.0,1009.0,11.0
13,0.1,lilt,7.0,1818.0,8.0
13,0.1,lila,13.0,27.0,26.0
13,0.1,lila,24.0,345.0,26.0
13,0.1,lila,7.0,595.0,26.0
14,0.1,eval,13.0,158.0,79.0
14,0.1,eval,24.0,450.0,212.0
14,0.1,eval,7.0,1460.0,1081.0
14,0.1,lilt,13.0,411.0,370.0
14,0.1,lilt,24.0,1627.0,370.0
14,0.1,lilt,7.0,1817.0,370.0
14,0.1,lila,13.0,80.0,26.0
14,0.1,lila,24.0,424.0,26.0
14,0.1,lila,7.0,1363.0,31.0
15,0.1,eval,13.0,142.0,60.0
15,0.1,eval,24.0,204.0,57.0
15,0.1,eval,7.0,2391.0,394.0
15,0.1,lilt,13.0,260.0,11.0
15,0.1,lilt,24.0,603.0,9.0
15,0.1,lilt,7.0,2638.0,222.0
15,0.1,lila,13.0,60.0,26.0
15,0.1,lila,24.0,60.0,26.0
15,0.1,lila,7.0,1801.0,30.0
16,0.1,eval,13.0,141.0,115.0
16,0.1,eval,24.0,245.0,154.0
16,0.1,eval,7.0,1017.0,821.0
16,0.1,lilt,13.0,259.0,15.0
16,0.1,lilt,7.0,1083.0,229.0
16,0.1,lilt,24.0,1375.0,15.0
16,0.1,lila,13.0,36.0,26.0
16,0.1,lila,24.0,216.0,26.0
16,0.1,lila,7.0,994.0,26.0
17,0.1,eval,13.0,197.0,100.0
17,0.1,eval,7.0,538.0,252.0
17,0.1,eval,24.0,847.0,247.0
17,0.1,lilt,13.0,559.0,418.0
17,0.1,lilt,7.0,1204.0,418.0
17,0.1,lilt,24.0,1237.0,418.0
17,0.1,lila,13.0,104.0,26.0
17,0.1,lila,7.0,496.0,26.0
17,0.1,lila,24.0,839.0,26.0
18,0.1,eval,13.0,148.0,31.0
18,0.1,eval,7.0,283.0,17.0
18,0.1,eval,24.0,311.0,204.0
18,0.1,lilt,13.0,304.0,262.0
18,0.1,lilt,24.0,644.0,262.0
18,0.1,lilt,7.0,994.0,11.0
18,0.1,lila,13.0,29.0,26.0
18,0.1,lila,7.0,277.0,26.0
18,0.1,lila,24.0,306.0,26.0
19,0.1,eval,13.0,163.0,125.0
