trial,alpha,alg,group,t,t-inv
0,0.1,eval,80.0,616.0,190.0
0,0.1,eval,103.0,1662.0,146.0
0,0.1,eval,46.0,2027.0,1342.0
0,0.1,eval,79.0,2036.0,365.0
0,0.1,eval,28.0,2316.0,1804.0
0,0.1,eval,51.0,2594.0,410.0
0,0.1,eval,47.0,2655.0,1232.0
0,0.1,eval,6.0,3362.0,2817.0
0,0.1,eval,29.0,3452.0,299.0
0,0.1,eval,86.0,3754.0,545.0
0,0.1,eval,34.0,3900.0,535.0
0,0.1,eval,75.0,3961.0,549.0
0,0.1,eval,104.0,4284.0,1031.0
0,0.1,eval,25.0,4431.0,528.0
0,0.1,eval,5.0,4888.0,3625.0
0,0.1,eval,81.0,5140.0,3014.0
0,0.1,eval,76.0,5955.0,3979.0
0,0.1,eval,87.0,7531.0,3264.0
0,0.1,eval,11.0,8367.0,5749.0
0,0.1,eval,35.0,9495.0,4411.0
0,0.1,eval,52.0,9827.0,4352.0
0,0.1,sprt,103.0,3465.0,1604.0
0,0.1,sprt,104.0,5022.0,1188.0
0,0.1,sprt,46.0,5525.0,2281.0
0,0.1,sprt,51.0,8769.0,2626.0
0,0.1,lilt,103.0,2713.0,101.0
0,0.1,lilt,104.0,4509.0,101.0
0,0.1,lilt,46.0,5634.0,101.0
0,0.1,lila,29.0,128.0,101.0
0,0.1,lila,80.0,190.0,101.0
0,0.1,lila,51.0,450.0,101.0
0,0.1,lila,36.0,537.0,364.0
0,0.1,lila,103.0,598.0,101.0
0,0.1,lila,86.0,845.0,115.0
0,0.1,lila,34.0,1110.0,196.0
0,0.1,lila,46.0,1791.0,101.0
0,0.1,lila,79.0,1901.0,101.0
0,0.1,lila,28.0,2115.0,179.0
0,0.1,lila,6.0,3230.0,163.0
0,0.1,lila,104.0,3579.0,101.0
0,0.1,lila,75.0,3657.0,232.0
0,0.1,lila,47.0,3790.0,101.0
0,0.1,lila,88.0,3857.0,349.0
0,0.1,lila,25.0,4017.0,257.0
0,0.1,lila,5.0,4549.0,101.0
0,0.1,lila,81.0,4775.0,305.0
0,0.1,lila,13.0,4791.0,812.0
0,0.1,lila,76.0,4950.0,378.0
0,0.1,lila,7.0,5256.0,386.0
0,0.1,lila,87.0,5365.0,101.0
0,0.1,lila,11.0,6346.0,140.0
0,0.1,lila,52.0,7047.0,101.0
0,0.1,lila,12.0,8300.0,473.0
0,0.1,lila,35.0,8620.0,101.0
0,0.1,lila,82.0,9529.0,596.0
1,0.1,eval,6.0,1334.0,384.0
1,0.1,eval,103.0,1420.0,1152.0
1,0.1,eval,80.0,1522.0,453.0
1,0.1,eval,46.0,1529.0,1335.0
1,0.1,eval,104.0,2072.0,1476.0
1,0.1,eval,47.0,2358.0,1620.0
1,0.1,eval,87.0,2842.0,1978.0
1,0.1,eval,79.0,2889.0,1819.0
1,0.1,eval,81.0,3318.0,2338.0
1,0.1,eval,51.0,3375.0,1156.0
1,0.1,eval,7.0,3414.0,2189.0
1,0.1,eval,86.0,3530.0,2538.0
1,0.1,eval,29.0,4303.0,3385.0
1,0.1,eval,11.0,4888.0,2583.0
