trial,alpha,alg,group,t,t-inv
0,0.1,eval,13.0,41.0,18.0
0,0.1,eval,24.0,65.0,22.0
0,0.1,eval,7.0,269.0,245.0
0,0.1,lilt,13.0,71.0,8.0
0,0.1,lilt,7.0,308.0,17.0
0,0.1,lilt,24.0,343.0,8.0
0,0.1,lila,13.0,26.0,26.0
0,0.1,lila,24.0,26.0,26.0
0,0.1,lila,7.0,261.0,26.0
0,0.1,lila,21.0,2951.0,26.0
1,0.1,eval,13.0,66.0,12.0
1,0.1,eval,24.0,136.0,15.0
1,0.1,eval,7.0,146.0,123.0
1,0.1,lilt,13.0,209.0,8.0
1,0.1,lilt,7.0,355.0,19.0
1,0.1,lilt,24.0,381.0,8.0
1,0.1,lila,13.0,26.0,26.0
1,0.1,lila,24.0,26.0,26.0
1,0.1,lila,7.0,138.0,26.0
1,0.1,lila,21.0,2768.0,26.0
2,0.1,eval,7.0,51.0,26.0
2,0.1,eval,13.0,129.0,54.0
2,0.1,eval,24.0,173.0,134.0
2,0.1,eval,21.0,3394.0,70.0
2,0.1,lilt,7.0,70.0,30.0
2,0.1,lilt,13.0,200.0,35.0
2,0.1,lilt,24.0,425.0,30.0
2,0.1,lila,7.0,30.0,26.0
2,0.1,lila,13.0,54.0,35.0
2,0.1,lila,21.0,107.0,26.0
2,0.1,lila,24.0,166.0,28.0
3,0.1,eval,13.0,100.0,50.0
3,0.1,eval,7.0,130.0,9.0
3,0.1,eval,24.0,170.0,59.0
3,0.1,lilt,7.0,9.0,6.0
3,0.1,lilt,13.0,217.0,171.0
3,0.1,lilt,24.0,283.0,171.0
3,0.1,lila,7.0,26.0,26.0
3,0.1,lila,13.0,50.0,29.0
3,0.1,lila,24.0,159.0,29.0
3,0.1,lila,21.0,1965.0,26.0
4,0.1,eval,13.0,91.0,54.0
4,0.1,eval,24.0,96.0,58.0
4,0.1,eval,7.0,103.0,63.0
4,0.1,lilt,7.0,137.0,103.0
4,0.1,lilt,13.0,208.0,12.0
4,0.1,lilt,24.0,312.0,12.0
4,0.1,lila,13.0,42.0,26.0
4,0.1,lila,24.0,64.0,26.0
4,0.1,lila,7.0,71.0,26.0
4,0.1,lila,21.0,3276.0,26.0
5,0.1,eval,13.0,101.0,54.0
5,0.1,eval,7.0,163.0,89.0
5,0.1,eval,24.0,214.0,82.0
5,0.1,eval,21.0,2507.0,2242.0
5,0.1,lilt,7.0,201.0,190.0
5,0.1,lilt,13.0,317.0,190.0
5,0.1,lilt,24.0,427.0,190.0
5,0.1,lila,13.0,26.0,26.0
5,0.1,lila,24.0,101.0,26.0
5,0.1,lila,7.0,108.0,26.0
5,0.1,lila,21.0,2380.0,26.0
6,0.1,eval,13.0,37.0,13.0
6,0.1,eval,24.0,41.0,26.0
6,0.1,eval,7.0,263.0,54.0
6,0.1,eval,21.0,2405.0,1217.0
6,0.1,lilt,13.0,41.0,7.0
6,0.1,lilt,24.0,116.0,7.0
6,0.1,lilt,7.0,346.0,16.0
6,0.1,lilt,21.0,2403.0,16.0
6,0.1,lila,13.0,26.0,26.0
6,0.1,lila,24.0,26.0,26.0
6,0.1,lila,7.0,235.0,26.0
6,0.1,lila,21.0,1709.0,26.0
7,0.1,eval,13.0,80.0,46.0
7,0.1,eval,24.0,101.0,65.0
7,0.1,eval,7.0,122.0,63.0
7,0.1,lilt,13.0,151.0,101.0
7,0.1,lilt,7.0,185.0,101.0
7,0.1,lilt,24.0,195.0,101.0
7,0.1,lila,13.0,30.0,26.0
7,0.1,lila,7.0,68.0,26.0
7,0.1,lila,24.0,80.0,26.0
7,0.1,lila,21.0,3335.0,26.0
8,0.1,eval,13.0,96.0,35.0
8,0.1,eval,24.0,104.0,71.0
8,0.1,eval,7.0,173.0,34.0
8,0.1,eval,21.0,3120.0,1553.0
8,0.1,lilt,13.0,189.0,15.0
8,0.1,lilt,24.0,192.0,15.0
8,0.1,lilt,7.0,298.0,10.0
8,0.1,lila,13.0,26.0,26.0
8,0.1,lila,24.0,73.0,26.0
8,0.1,lila,7.0,182.0,26.0
8,0.1,lila,21.0,3133.0,26.0
9,0.1,eval,13.0,87.0,60.0
9,0.1,eval,7.0,103.0,93.0
9,0.1,eval,24.0,144.0,81.0
9,0.1,lilt,7.0,164.0,155.0
9,0.1,lilt,13.0,256.0,155.0
9,0.1,lilt,24.0,410.0,155.0
9,0.1,lila,13.0,60.0,29.0
9,0.1,lila,7.0,102.0,26.0
9,0.1,lila,24.0,131.0,29.0
9,0.1,lila,21.0,1871.0,26.0
10,0.1,eval,13.0,54.0,30.0
10,0.1,eval,24.0,62.0,36.0
10,0.1,eval,7.0,163.0,29.0
10,0.1,lilt,13.0,68.0,42.0
10,0.1,lilt,24.0,179.0,42.0
10,0.1,lilt,7.0,280.0,42.0
10,0.1,lila,13.0,27.0,26.0
10,0.1,lila,24.0,42.0,26.0
10,0.1,lila,7.0,142.0,26.0
10,0.1,lila,21.0,3233.0,26.0
11,0.1,eval,13.0,91.0,74.0
11,0.1,eval,24.0,140.0,84.0
11,0.1,eval,7.0,239.0,62.0
11,0.1,lilt,13.0,300.0,153.0
11,0.1,lilt,7.0,345.0,9.0
11,0.1,lilt,24.0,443.0,153.0
11,0.1,lila,13.0,83.0,38.0
11,0.1,lila,7.0,121.0,26.0
11,0.1,lila,24.0,133.0,36.0
11,0.1,lila,21.0,3427.0,26.0
12,0.1,eval,7.0,79.0,38.0
12,0.1,eval,13.0,112.0,26.0
12,0.1,eval,21.0,125.0,69.0
12,0.1,eval,24.0,189.0,28.0
12,0.1,lilt,7.0,119.0,71.0
12,0.1,lilt,13.0,270.0,71.0
12,0.1,lilt,24.0,308.0,71.0
12,0.1,lilt,21.0,2681.0,71.0
12,0.1,lila,13.0,26.0,26.0
12,0.1,lila,7.0,63.0,26.0
12,0.1,lila,24.0,113.0,26.0
12,0.1,lila,21.0,125.0,26.0
13,0.1,eval,13.0,77.0,27.0
13,0.1,eval,7.0,166.0,110.0
13,0.1,eval,24.0,218.0,62.0
13,0.1,lilt,7.0,210.0,8.0
13,0.1,lilt,13.0,252.0,11.0
13,0.1,lilt,24.0,321.0,11.0
13,0.1,lila,13.0,26.0,26.0
13,0.1,lila,24.0,78.0,26.0
13,0.1,lila,7.0,162.0,26.0
13,0.1,lila,21.0,3232.0,26.0
14,0.1,eval,13.0,119.0,73.0
14,0.1,eval,24.0,138.0,75.0
14,0.1,eval,7.0,276.0,117.0
14,0.1,eval,21.0,2943.0,2812.0
14,0.1,lilt,13.0,323.0,212.0
14,0.1,lilt,24.0,405.0,212.0
14,0.1,lilt,7.0,543.0,212.0
14,0.1,lila,13.0,28.0,26.0
14,0.1,lila,24.0,80.0,26.0
14,0.1,lila,7.0,268.0,31.0
14,0.1,lila,21.0,2956.0,31.0
15,0.1,eval,24.0,66.0,38.0
15,0.1,eval,7.0,111.0,63.0
15,0.1,eval,13.0,123.0,52.0
15,0.1,lilt,24.0,192.0,9.0
15,0.1,lilt,13.0,210.0,11.0
15,0.1,lilt,7.0,226.0,57.0
15,0.1,lila,13.0,27.0,26.0
15,0.1,lila,24.0,27.0,26.0
15,0.1,lila,7.0,110.0,30.0
15,0.1,lila,21.0,3244.0,30.0
16,0.1,eval,13.0,129.0,36.0
16,0.1,eval,24.0,141.0,121.0
16,0.1,eval,7.0,284.0,109.0
16,0.1,lilt,13.0,227.0,14.0
16,0.1,lilt,24.0,245.0,14.0
16,0.1,lilt,7.0,337.0,190.0
16,0.1,lila,13.0,29.0,26.0
16,0.1,lila,24.0,126.0,26.0
16,0.1,lila,7.0,280.0,26.0
16,0.1,lila,21.0,2695.0,26.0
17,0.1,eval,13.0,106.0,88.0
17,0.1,eval,7.0,193.0,50.0
17,0.1,eval,24.0,240.0,101.0
17,0.1,eval,21.0,2533.0,1214.0
17,0.1,lilt,7.0,251.0,56.0
17,0.1,lilt,13.0,290.0,56.0
17,0.1,lilt,24.0,610.0,56.0
17,0.1,lilt,21.0,2490.0,56.0
17,0.1,lila,7.0,51.0,26.0
17,0.1,lila,13.0,88.0,26.0
17,0.1,lila,24.0,228.0,26.0
17,0.1,lila,21.0,2367.0,26.0
18,0.1,eval,7.0,106.0,15.0
18,0.1,eval,13.0,114.0,31.0
18,0.1,eval,24.0,148.0,85.0
