trial,alpha,alg,group,t,t-inv
0,0.1,eval,103.0,1325.0,1030.0
0,0.1,eval,80.0,2916.0,1290.0
0,0.1,eval,46.0,3505.0,1153.0
0,0.1,eval,81.0,3703.0,2568.0
0,0.1,eval,51.0,4181.0,3014.0
0,0.1,eval,7.0,7198.0,2644.0
0,0.1,eval,6.0,8009.0,1574.0
0,0.1,eval,29.0,8096.0,1404.0
0,0.1,eval,34.0,9332.0,142.0
0,0.1,eval,30.0,9420.0,4141.0
0,0.1,sprt,103.0,4258.0,1303.0
0,0.1,sprt,46.0,8857.0,2568.0
0,0.1,lilt,103.0,3594.0,101.0
0,0.1,lila,103.0,1078.0,101.0
0,0.1,lila,46.0,1533.0,101.0
0,0.1,lila,80.0,1533.0,113.0
0,0.1,lila,51.0,3202.0,101.0
0,0.1,lila,81.0,3574.0,101.0
0,0.1,lila,29.0,5007.0,329.0
0,0.1,lila,6.0,6006.0,113.0
0,0.1,lila,7.0,6013.0,101.0
0,0.1,lila,78.0,8018.0,101.0
0,0.1,lila,86.0,8704.0,101.0
0,0.1,lila,30.0,9293.0,490.0
0,0.1,lila,34.0,9730.0,101.0
1,0.1,eval,80.0,1838.0,132.0
1,0.1,eval,6.0,2098.0,135.0
1,0.1,eval,103.0,3354.0,1627.0
1,0.1,eval,51.0,3665.0,249.0
1,0.1,eval,81.0,4960.0,2997.0
1,0.1,eval,30.0,6588.0,2797.0
1,0.1,eval,29.0,7152.0,1982.0
1,0.1,eval,46.0,9530.0,4858.0
1,0.1,sprt,103.0,5653.0,1870.0
1,0.1,lilt,103.0,6063.0,101.0
1,0.1,lila,6.0,101.0,101.0
1,0.1,lila,34.0,117.0,101.0
1,0.1,lila,80.0,135.0,101.0
1,0.1,lila,36.0,351.0,234.0
1,0.1,lila,103.0,2006.0,101.0
1,0.1,lila,51.0,3120.0,101.0
1,0.1,lila,81.0,3687.0,300.0
1,0.1,lila,79.0,4126.0,190.0
1,0.1,lila,30.0,5610.0,322.0
1,0.1,lila,46.0,5722.0,101.0
1,0.1,lila,29.0,6839.0,236.0
1,0.1,lila,7.0,8124.0,600.0
1,0.1,lila,88.0,8831.0,234.0
2,0.1,eval,103.0,3260.0,142.0
2,0.1,eval,80.0,3642.0,181.0
2,0.1,eval,6.0,4552.0,2863.0
2,0.1,eval,46.0,5195.0,181.0
2,0.1,eval,81.0,5516.0,2641.0
2,0.1,eval,51.0,7971.0,3505.0
2,0.1,sprt,103.0,6502.0,2189.0
2,0.1,lilt,103.0,6761.0,101.0
2,0.1,lila,105.0,103.0,101.0
2,0.1,lila,48.0,145.0,145.0
2,0.1,lila,6.0,181.0,101.0
2,0.1,lila,103.0,2399.0,101.0
2,0.1,lila,80.0,3388.0,101.0
2,0.1,lila,81.0,3632.0,116.0
2,0.1,lila,51.0,4567.0,101.0
2,0.1,lila,7.0,4817.0,116.0
2,0.1,lila,46.0,5012.0,101.0
2,0.1,lila,83.0,7582.0,1099.0
2,0.1,lila,30.0,7948.0,566.0
3,0.1,eval,46.0,403.0,274.0
3,0.1,eval,80.0,1060.0,166.0
3,0.1,eval,103.0,1267.0,281.0
3,0.1,eval,29.0,5766.0,146.0
3,0.1,eval,6.0,9055.0,6988.0
3,0.1,eval,86.0,9166.0,456.0
3,0.1,eval,81.0,9201.0,1196.0
3,0.1,eval,51.0,9360.0,5816.0
3,0.1,sprt,103.0,6785.0,1196.0
3,0.1,lilt,103.0,8644.0,101.0
3,0.1,lila,29.0,101.0,101.0
3,0.1,lila,80.0,166.0,101.0
3,0.1,lila,103.0,311.0,101.0
3,0.1,lila,46.0,355.0,101.0
3,0.1,lila,81.0,4350.0,157.0
3,0.1,lila,51.0,5992.0,101.0
3,0.1,lila,86.0,7703.0,101.0
3,0.1,lila,6.0,8207.0,287.0
4,0.1,eval,6.0,3586.0,2138.0
4,0.1,eval,103.0,5586.0,2301.0
4,0.1,eval,80.0,5761.0,2144.0
4,0.1,eval,51.0,7158.0,5603.0
4,0.1,eval,86.0,9080.0,263.0
4,0.1,eval,46.0,9330.0,2373.0
4,0.1,sprt,103.0,7214.0,2441.0
4,0.1,lilt,103.0,8681.0,101.0
4,0.1,lila,6.0,2248.0,196.0
4,0.1,lila,103.0,2728.0,101.0
4,0.1,lila,80.0,2746.0,155.0
4,0.1,lila,46.0,3170.0,131.0
4,0.1,lila,51.0,5895.0,140.0
4,0.1,lila,29.0,8173.0,239.0
4,0.1,lila,86.0,8994.0,101.0
4,0.1,lila,81.0,9821.0,288.0
4,0.1,lila,79.0,9905.0,243.0
5,0.1,eval,80.0,4648.0,432.0
5,0.1,eval,103.0,5057.0,1705.0
5,0.1,eval,86.0,5250.0,2901.0
5,0.1,eval,46.0,5478.0,4331.0
5,0.1,eval,79.0,7168.0,5360.0
5,0.1,sprt,103.0,6661.0,3187.0
5,0.1,lilt,103.0,7529.0,101.0
5,0.1,lila,2.0,101.0,101.0
5,0.1,lila,86.0,4034.0,101.0
5,0.1,lila,80.0,4173.0,131.0
5,0.1,lila,103.0,4345.0,101.0
5,0.1,lila,46.0,4872.0,101.0
5,0.1,lila,34.0,5205.0,101.0
5,0.1,lila,29.0,5499.0,295.0
5,0.1,lila,79.0,5880.0,129.0
5,0.1,lila,5.0,7031.0,129.0
5,0.1,lila,6.0,8319.0,161.0
5,0.1,lila,35.0,8451.0,212.0
5,0.1,lila,51.0,9713.0,159.0
6,0.1,eval,46.0,3296.0,199.0
6,0.1,eval,103.0,3975.0,1276.0
6,0.1,eval,81.0,4822.0,1803.0
6,0.1,eval,7.0,5813.0,2969.0
6,0.1,eval,51.0,8625.0,8008.0
6,0.1,eval,80.0,9329.0,1070.0
6,0.1,eval,6.0,9500.0,718.0
6,0.1,sprt,103.0,7614.0,1510.0
6,0.1,lilt,103.0,8487.0,101.0
6,0.1,lila,46.0,241.0,101.0
6,0.1,lila,103.0,1475.0,101.0
6,0.1,lila,81.0,3244.0,142.0
6,0.1,lila,7.0,5492.0,142.0
6,0.1,lila,88.0,5836.0,323.0
6,0.1,lila,6.0,7610.0,199.0
6,0.1,lila,51.0,8361.0,121.0
6,0.1,lila,80.0,8439.0,101.0
6,0.1,lila,30.0,9331.0,408.0
6,0.1,lila,76.0,9694.0,1128.0
7,0.1,eval,80.0,6641.0,3143.0
7,0.1,eval,103.0,7187.0,408.0
7,0.1,eval,81.0,9187.0,1356.0
7,0.1,eval,29.0,9413.0,4145.0
7,0.1,eval,51.0,9962.0,440.0
7,0.1,sprt,103.0,8487.0,2656.0
7,0.1,lila,106.0,101.0,452.0
7,0.1,lila,91.0,123.0,908.0
7,0.1,lila,103.0,5510.0,101.0
7,0.1,lila,80.0,5725.0,169.0
7,0.1,lila,51.0,7582.0,101.0
7,0.1,lila,29.0,8127.0,247.0
7,0.1,lila,81.0,8160.0,109.0
7,0.1,lila,7.0,9034.0,372.0
7,0.1,lila,46.0,9092.0,101.0
8,0.1,eval,103.0,690.0,152.0
8,0.1,eval,46.0,1981.0,626.0
8,0.1,eval,79.0,2350.0,1136.0
8,0.1,eval,51.0,3049.0,151.0
8,0.1,eval,80.0,6900.0,613.0
8,0.1,eval,6.0,8085.0,354.0
8,0.1,sprt,103.0,5461.0,1138.0
8,0.1,lilt,103.0,2074.0,101.0
8,0.1,lila,6.0,101.0,101.0
8,0.1,lila,51.0,189.0,101.0
8,0.1,lila,103.0,218.0,101.0
8,0.1,lila,46.0,773.0,101.0
8,0.1,lila,79.0,1322.0,101.0
8,0.1,lila,5.0,2025.0,156.0
8,0.1,lila,80.0,3800.0,101.0
8,0.1,lila,83.0,7362.0,644.0
9,0.1,eval,51.0,2661.0,1754.0
9,0.1,eval,79.0,2828.0,126.0
9,0.1,eval,103.0,3154.0,1949.0
9,0.1,eval,83.0,6345.0,2587.0
9,0.1,eval,28.0,6357.0,489.0
9,0.1,eval,6.0,7370.0,652.0
9,0.1,eval,46.0,7423.0,3455.0
9,0.1,eval,80.0,8036.0,5346.0
9,0.1,sprt,103.0,6351.0,2072.0
9,0.1,lilt,103.0,9043.0,101.0
9,0.1,lila,26.0,101.0,245.0
9,0.1,lila,79.0,285.0,101.0
9,0.1,lila,28.0,591.0,101.0
9,0.1,lila,103.0,2361.0,101.0
9,0.1,lila,51.0,2457.0,101.0
9,0.1,lila,83.0,6214.0,1164.0
9,0.1,lila,46.0,6588.0,101.0
9,0.1,lila,80.0,6605.0,125.0
9,0.1,lila,6.0,8689.0,125.0
10,0.1,eval,80.0,3182.0,2509.0
10,0.1,eval,6.0,3858.0,2478.0
10,0.1,eval,103.0,5007.0,2734.0
10,0.1,eval,46.0,5991.0,4912.0
10,0.1,eval,51.0,9735.0,173.0
10,0.1,eval,29.0,9938.0,3381.0
10,0.1,sprt,103.0,5991.0,2721.0
10,0.1,lilt,103.0,7865.0,101.0
10,0.1,lila,12.0,101.0,101.0
10,0.1,lila,26.0,101.0,966.0
10,0.1,lila,30.0,101.0,101.0
10,0.1,lila,86.0,402.0,101.0
10,0.1,lila,103.0,2935.0,101.0
