trial,alpha,stoptime,gflag_idx,alg
16,0.05000000000000001,2275,103,bonf
16,0.05000000000000001,2752,103,innerprod
16,0.05000000000000001,1611,51,avg
16,0.06000000000000001,1261,51,unif
16,0.06000000000000001,559,10,max
16,0.06000000000000001,1671,51,bonf
16,0.06000000000000001,2473,103,innerprod
16,0.06000000000000001,1611,51,avg
16,0.07,584,10,unif
16,0.07,559,10,max
16,0.07,1671,51,bonf
16,0.07,2471,103,innerprod
16,0.07,1611,51,avg
16,0.08,586,10,unif
16,0.08,556,10,max
16,0.08,1663,51,bonf
16,0.08,2459,103,innerprod
16,0.08,1226,51,avg
16,0.09000000000000001,1097,51,unif
16,0.09000000000000001,556,10,max
16,0.09000000000000001,1663,51,bonf
16,0.09000000000000001,2451,103,innerprod
16,0.09000000000000001,1226,51,avg
16,0.1,604,46,unif
16,0.1,99,46,max
16,0.1,1663,51,bonf
16,0.1,2421,103,innerprod
16,0.1,1226,51,avg
17,0.01,1981,46,unif
17,0.01,1599,46,max
17,0.01,2248,103,bonf
17,0.01,2092,103,innerprod
17,0.01,1844,103,avg
17,0.020000000000000004,1596,46,unif
17,0.020000000000000004,428,46,max
17,0.020000000000000004,2203,103,bonf
17,0.020000000000000004,1977,103,innerprod
17,0.020000000000000004,1841,103,avg
17,0.030000000000000006,1095,11,unif
17,0.030000000000000006,400,46,max
17,0.030000000000000006,2200,103,bonf
17,0.030000000000000006,1844,103,innerprod
17,0.030000000000000006,1606,46,avg
17,0.04000000000000001,1128,11,unif
17,0.04000000000000001,400,46,max
17,0.04000000000000001,2186,103,bonf
17,0.04000000000000001,1834,103,innerprod
17,0.04000000000000001,1606,46,avg
17,0.05000000000000001,1003,11,unif
17,0.05000000000000001,399,46,max
17,0.05000000000000001,2181,103,bonf
17,0.05000000000000001,1820,103,innerprod
17,0.05000000000000001,1606,46,avg
17,0.06000000000000001,403,46,unif
17,0.06000000000000001,393,46,max
17,0.06000000000000001,2180,103,bonf
17,0.06000000000000001,1606,103,innerprod
17,0.06000000000000001,1599,46,avg
17,0.07,451,46,unif
17,0.07,318,46,max
17,0.07,2174,103,bonf
17,0.07,1599,103,innerprod
17,0.07,1599,46,avg
17,0.08,439,46,unif
17,0.08,318,46,max
17,0.08,2174,103,bonf
17,0.08,1598,103,innerprod
17,0.08,1599,46,avg
17,0.09000000000000001,482,46,unif
17,0.09000000000000001,318,46,max
17,0.09000000000000001,2130,103,bonf
17,0.09000000000000001,1559,103,innerprod
17,0.09000000000000001,1598,46,avg
17,0.1,455,46,unif
17,0.1,318,46,max
17,0.1,2130,103,bonf
17,0.1,1551,103,innerprod
17,0.1,1598,46,avg
18,0.01,512,80,unif
18,0.01,476,80,max
18,0.01,1087,103,bonf
18,0.01,1921,103,innerprod
18,0.01,612,103,avg
18,0.020000000000000004,476,103,unif
18,0.020000000000000004,448,103,max
18,0.020000000000000004,1036,103,bonf
18,0.020000000000000004,1769,103,innerprod
18,0.020000000000000004,612,103,avg
18,0.030000000000000006,521,103,unif
18,0.030000000000000006,260,103,max
18,0.030000000000000006,1031,103,bonf
18,0.030000000000000006,1704,103,innerprod
18,0.030000000000000006,515,103,avg
18,0.04000000000000001,464,103,unif
18,0.04000000000000001,253,80,max
18,0.04000000000000001,1030,103,bonf
18,0.04000000000000001,1619,103,innerprod
18,0.04000000000000001,512,103,avg
18,0.05000000000000001,492,80,unif
18,0.05000000000000001,238,80,max
18,0.05000000000000001,992,103,bonf
18,0.05000000000000001,1597,103,innerprod
18,0.05000000000000001,512,103,avg
18,0.06000000000000001,255,103,unif
18,0.06000000000000001,238,80,max
18,0.06000000000000001,992,103,bonf
18,0.06000000000000001,1248,103,innerprod
18,0.06000000000000001,505,80,avg
18,0.07,277,80,unif
18,0.07,238,80,max
18,0.07,990,103,bonf
18,0.07,1125,103,innerprod
18,0.07,505,80,avg
18,0.08,455,80,unif
18,0.08,231,80,max
18,0.08,990,103,bonf
18,0.08,1119,103,innerprod
18,0.08,505,80,avg
18,0.09000000000000001,477,103,unif
18,0.09000000000000001,231,80,max
18,0.09000000000000001,985,103,bonf
18,0.09000000000000001,1115,103,innerprod
18,0.09000000000000001,480,80,avg
18,0.1,274,80,unif
18,0.1,231,80,max
18,0.1,979,103,bonf
18,0.1,1089,103,innerprod
18,0.1,480,80,avg
19,0.01,1511,51,unif
19,0.01,1332,51,max
19,0.01,3092,86,bonf
19,0.01,2648,103,innerprod
19,0.01,1756,103,avg
19,0.020000000000000004,1347,51,unif
19,0.020000000000000004,1136,51,max
19,0.020000000000000004,2364,86,bonf
19,0.020000000000000004,2205,103,innerprod
19,0.020000000000000004,1404,51,avg
19,0.030000000000000006,1306,51,unif
19,0.030000000000000006,1060,51,max
19,0.030000000000000006,2157,86,bonf
19,0.030000000000000006,2135,103,innerprod
19,0.030000000000000006,1404,51,avg
19,0.04000000000000001,1222,29,unif
19,0.04000000000000001,1049,29,max
19,0.04000000000000001,2141,86,bonf
19,0.04000000000000001,2109,103,innerprod
19,0.04000000000000001,1360,51,avg
19,0.05000000000000001,1054,29,unif
19,0.05000000000000001,1025,29,max
19,0.05000000000000001,2141,86,bonf
19,0.05000000000000001,2096,103,innerprod
19,0.05000000000000001,1360,51,avg
19,0.06000000000000001,1027,29,unif
19,0.06000000000000001,1025,29,max
19,0.06000000000000001,2134,86,bonf
19,0.06000000000000001,2060,103,innerprod
19,0.06000000000000001,1354,51,avg
19,0.07,1074,51,unif
19,0.07,495,81,max
19,0.07,2116,86,bonf
19,0.07,2048,103,innerprod
19,0.07,1354,51,avg
19,0.08,1172,29,unif
19,0.08,495,81,max
19,0.08,2116,86,bonf
19,0.08,2004,103,innerprod
19,0.08,1354,51,avg
19,0.09000000000000001,456,81,unif
19,0.09000000000000001,294,4,max
19,0.09000000000000001,2110,103,bonf
19,0.09000000000000001,1999,103,innerprod
19,0.09000000000000001,1354,51,avg
19,0.1,455,81,unif
19,0.1,294,4,max
19,0.1,2109,86,bonf
19,0.1,1998,103,innerprod
19,0.1,1354,51,avg
20,0.01,2101,86,unif
20,0.01,2003,86,max
20,0.01,3311,103,bonf
20,0.01,2841,103,innerprod
20,0.01,2122,86,avg
20,0.020000000000000004,2132,86,unif
20,0.020000000000000004,1984,86,max
20,0.020000000000000004,3116,80,bonf
20,0.020000000000000004,2647,103,innerprod
20,0.020000000000000004,2116,86,avg
20,0.030000000000000006,2006,86,unif
20,0.030000000000000006,1867,80,max
20,0.030000000000000006,3070,80,bonf
20,0.030000000000000006,2582,103,innerprod
20,0.030000000000000006,2068,86,avg
20,0.04000000000000001,1974,86,unif
20,0.04000000000000001,1815,86,max
20,0.04000000000000001,2912,80,bonf
20,0.04000000000000001,2245,103,innerprod
20,0.04000000000000001,2068,86,avg
20,0.05000000000000001,1875,80,unif
20,0.05000000000000001,316,33,max
20,0.05000000000000001,2851,80,bonf
20,0.05000000000000001,2165,104,innerprod
20,0.05000000000000001,2068,86,avg
20,0.06000000000000001,1821,82,unif
20,0.06000000000000001,302,33,max
20,0.06000000000000001,2851,80,bonf
20,0.06000000000000001,2145,104,innerprod
20,0.06000000000000001,2068,86,avg
20,0.07,1344,11,unif
20,0.07,286,33,max
20,0.07,2848,80,bonf
20,0.07,2120,104,innerprod
20,0.07,2060,86,avg
20,0.08,945,11,unif
20,0.08,286,33,max
20,0.08,2568,86,bonf
20,0.08,2112,104,innerprod
20,0.08,2016,86,avg
20,0.09000000000000001,286,33,unif
20,0.09000000000000001,286,33,max
20,0.09000000000000001,2568,86,bonf
20,0.09000000000000001,2104,104,innerprod
20,0.09000000000000001,2016,86,avg
20,0.1,477,33,unif
20,0.1,277,33,max
20,0.1,2245,86,bonf
20,0.1,2019,104,innerprod
20,0.1,2016,86,avg
21,0.01,1426,86,unif
21,0.01,1376,86,max
21,0.01,3640,51,bonf
21,0.01,3021,103,innerprod
21,0.01,2926,51,avg
21,0.020000000000000004,1094,86,unif
21,0.020000000000000004,984,86,max
21,0.020000000000000004,3578,51,bonf
21,0.020000000000000004,2532,103,innerprod
21,0.020000000000000004,2898,51,avg
21,0.030000000000000006,1024,86,unif
21,0.030000000000000006,100,51,max
21,0.030000000000000006,3570,51,bonf
21,0.030000000000000006,2470,103,innerprod
21,0.030000000000000006,2887,51,avg
21,0.04000000000000001,1097,86,unif
21,0.04000000000000001,93,51,max
21,0.04000000000000001,3498,51,bonf
21,0.04000000000000001,2142,104,innerprod
21,0.04000000000000001,2860,51,avg
21,0.05000000000000001,1049,86,unif
21,0.05000000000000001,93,51,max
21,0.05000000000000001,3483,51,bonf
21,0.05000000000000001,2084,104,innerprod
21,0.05000000000000001,2829,51,avg
21,0.06000000000000001,1050,86,unif
21,0.06000000000000001,89,51,max
21,0.06000000000000001,3437,51,bonf
21,0.06000000000000001,1436,104,innerprod
21,0.06000000000000001,2829,51,avg
21,0.07,915,86,unif
21,0.07,89,51,max
21,0.07,3437,51,bonf
21,0.07,1380,104,innerprod
21,0.07,2829,51,avg
21,0.08,176,51,unif
21,0.08,89,51,max
21,0.08,3433,51,bonf
21,0.08,1365,104,innerprod
21,0.08,2829,51,avg
21,0.09000000000000001,781,80,unif
21,0.09000000000000001,41,51,max
21,0.09000000000000001,3263,103,bonf
21,0.09000000000000001,1362,104,innerprod
21,0.09000000000000001,2825,51,avg
21,0.1,89,79,unif
21,0.1,41,51,max
21,0.1,3257,103,bonf
21,0.1,1360,104,innerprod
21,0.1,2825,51,avg
22,0.01,1606,51,unif
22,0.01,825,103,max
22,0.01,1399,103,bonf
22,0.01,1816,103,innerprod
22,0.01,982,103,avg
22,0.020000000000000004,876,103,unif
22,0.020000000000000004,812,103,max
22,0.020000000000000004,1388,103,bonf
22,0.020000000000000004,1728,103,innerprod
22,0.020000000000000004,977,103,avg
22,0.030000000000000006,575,81,unif
22,0.030000000000000006,561,81,max
22,0.030000000000000006,1322,103,bonf
22,0.030000000000000006,1696,103,innerprod
22,0.030000000000000006,977,103,avg
22,0.04000000000000001,720,103,unif
22,0.04000000000000001,561,81,max
22,0.04000000000000001,1187,103,bonf
22,0.04000000000000001,1677,103,innerprod
22,0.04000000000000001,977,103,avg
22,0.05000000000000001,930,103,unif
22,0.05000000000000001,560,81,max
22,0.05000000000000001,1094,103,bonf
22,0.05000000000000001,1642,103,innerprod
22,0.05000000000000001,898,103,avg
22,0.06000000000000001,839,103,unif
22,0.06000000000000001,95,103,max
22,0.06000000000000001,1094,103,bonf
22,0.06000000000000001,1607,103,innerprod
22,0.06000000000000001,898,103,avg
22,0.07,565,105,unif
22,0.07,95,103,max
22,0.07,1054,103,bonf
22,0.07,1594,103,innerprod
22,0.07,898,103,avg
22,0.08,545,105,unif
22,0.08,95,103,max
22,0.08,1054,103,bonf
22,0.08,1562,103,innerprod
22,0.08,898,103,avg
22,0.09000000000000001,562,105,unif
22,0.09000000000000001,92,103,max
22,0.09000000000000001,1054,103,bonf
22,0.09000000000000001,1505,103,innerprod
22,0.09000000000000001,849,103,avg
22,0.1,587,30,unif
22,0.1,92,103,max
22,0.1,1052,103,bonf
22,0.1,1468,103,innerprod
22,0.1,849,103,avg
23,0.01,1673,103,unif
23,0.01,1285,103,max
23,0.01,2056,103,bonf
23,0.01,2056,103,innerprod
23,0.01,1433,103,avg
23,0.020000000000000004,1342,103,unif
23,0.020000000000000004,1132,103,max
23,0.020000000000000004,1890,103,bonf
23,0.020000000000000004,1875,103,innerprod
23,0.020000000000000004,1432,103,avg
23,0.030000000000000006,1296,103,unif
23,0.030000000000000006,1128,103,max
23,0.030000000000000006,1865,103,bonf
23,0.030000000000000006,1819,103,innerprod
23,0.030000000000000006,1428,103,avg
23,0.04000000000000001,1308,103,unif
23,0.04000000000000001,1100,103,max
23,0.04000000000000001,1852,103,bonf
23,0.04000000000000001,1650,103,innerprod
23,0.04000000000000001,1428,103,avg
23,0.05000000000000001,1130,103,unif
23,0.05000000000000001,1095,103,max
23,0.05000000000000001,1837,103,bonf
23,0.05000000000000001,1646,103,innerprod
23,0.05000000000000001,1428,103,avg
23,0.06000000000000001,1523,103,unif
23,0.06000000000000001,727,103,max
23,0.06000000000000001,1653,103,bonf
23,0.06000000000000001,1553,103,innerprod
23,0.06000000000000001,1428,103,avg
23,0.07,1115,103,unif
23,0.07,720,103,max
23,0.07,1653,103,bonf
23,0.07,1544,103,innerprod
23,0.07,1427,103,avg
23,0.08,805,29,unif
23,0.08,680,29,max
23,0.08,1650,103,bonf
23,0.08,1539,103,innerprod
23,0.08,1427,103,avg
23,0.09000000000000001,1132,103,unif
23,0.09000000000000001,680,29,max
23,0.09000000000000001,1650,103,bonf
23,0.09000000000000001,1537,103,innerprod
23,0.09000000000000001,1427,103,avg
23,0.1,1155,103,unif
23,0.1,680,29,max
23,0.1,1650,103,bonf
23,0.1,1434,103,innerprod
23,0.1,1427,103,avg
24,0.01,977,7,unif
24,0.01,768,103,max
24,0.01,2688,103,bonf
24,0.01,1452,103,innerprod
24,0.01,1004,103,avg
24,0.020000000000000004,644,80,unif
24,0.020000000000000004,592,80,max
24,0.020000000000000004,2655,103,bonf
24,0.020000000000000004,1163,103,innerprod
24,0.020000000000000004,999,103,avg
24,0.030000000000000006,764,80,unif
24,0.030000000000000006,242,47,max
24,0.030000000000000006,2557,103,bonf
24,0.030000000000000006,1014,103,innerprod
24,0.030000000000000006,984,7,avg
24,0.04000000000000001,641,80,unif
24,0.04000000000000001,241,47,max
24,0.04000000000000001,2354,103,bonf
24,0.04000000000000001,984,103,innerprod
24,0.04000000000000001,982,7,avg
24,0.05000000000000001,328,51,unif
24,0.05000000000000001,241,47,max
24,0.05000000000000001,2354,103,bonf
24,0.05000000000000001,977,103,innerprod
24,0.05000000000000001,768,103,avg
24,0.06000000000000001,463,86,unif
24,0.06000000000000001,173,47,max
24,0.06000000000000001,2344,103,bonf
24,0.06000000000000001,945,103,innerprod
24,0.06000000000000001,768,103,avg
24,0.07,454,12,unif
24,0.07,100,47,max
24,0.07,2329,103,bonf
24,0.07,768,103,innerprod
24,0.07,768,103,avg
24,0.08,176,47,unif
24,0.08,67,47,max
24,0.08,2317,103,bonf
24,0.08,746,103,innerprod
24,0.08,767,103,avg
24,0.09000000000000001,257,47,unif
24,0.09000000000000001,67,47,max
24,0.09000000000000001,2317,103,bonf
24,0.09000000000000001,739,103,innerprod
24,0.09000000000000001,767,103,avg
24,0.1,104,47,unif
24,0.1,67,47,max
24,0.1,2313,103,bonf
24,0.1,665,104,innerprod
24,0.1,743,80,avg
25,0.01,1355,51,unif
25,0.01,1336,30,max
25,0.01,2697,103,bonf
25,0.01,2702,103,innerprod
25,0.01,2143,51,avg
25,0.020000000000000004,1355,103,unif
25,0.020000000000000004,1321,103,max
25,0.020000000000000004,2673,103,bonf
25,0.020000000000000004,2596,103,innerprod
25,0.020000000000000004,1345,103,avg
25,0.030000000000000006,1333,30,unif
25,0.030000000000000006,1059,51,max
25,0.030000000000000006,2672,103,bonf
25,0.030000000000000006,2542,103,innerprod
25,0.030000000000000006,1339,103,avg
25,0.04000000000000001,1239,51,unif
25,0.04000000000000001,925,51,max
25,0.04000000000000001,2671,103,bonf
25,0.04000000000000001,2473,103,innerprod
25,0.04000000000000001,1336,30,avg
25,0.05000000000000001,1212,51,unif
25,0.05000000000000001,925,51,max
25,0.05000000000000001,2668,103,bonf
25,0.05000000000000001,2441,103,innerprod
25,0.05000000000000001,1336,30,avg
25,0.06000000000000001,1174,51,unif
25,0.06000000000000001,919,51,max
25,0.06000000000000001,2597,103,bonf
25,0.06000000000000001,2345,103,innerprod
25,0.06000000000000001,1336,30,avg
25,0.07,931,51,unif
25,0.07,707,51,max
25,0.07,2597,103,bonf
25,0.07,2278,103,innerprod
25,0.07,1336,30,avg
25,0.08,949,51,unif
25,0.08,642,51,max
25,0.08,2596,103,bonf
25,0.08,2277,103,innerprod
25,0.08,1336,30,avg
25,0.09000000000000001,931,51,unif
25,0.09000000000000001,642,51,max
25,0.09000000000000001,2596,103,bonf
25,0.09000000000000001,2252,103,innerprod
25,0.09000000000000001,1336,30,avg
25,0.1,663,51,unif
25,0.1,613,51,max
25,0.1,2581,103,bonf
25,0.1,2148,103,innerprod
25,0.1,1330,103,avg
26,0.01,674,46,unif
26,0.01,565,46,max
26,0.01,2734,103,bonf
26,0.01,1926,103,innerprod
26,0.01,588,46,avg
26,0.020000000000000004,595,46,unif
26,0.020000000000000004,504,46,max
26,0.020000000000000004,2361,103,bonf
26,0.020000000000000004,1380,103,innerprod
26,0.020000000000000004,579,46,avg
26,0.030000000000000006,621,46,unif
26,0.030000000000000006,326,46,max
26,0.030000000000000006,1417,103,bonf
26,0.030000000000000006,1310,103,innerprod
26,0.030000000000000006,579,46,avg
26,0.04000000000000001,545,46,unif
26,0.04000000000000001,326,46,max
26,0.04000000000000001,1414,103,bonf
26,0.04000000000000001,1299,103,innerprod
26,0.04000000000000001,579,46,avg
26,0.05000000000000001,526,46,unif
26,0.05000000000000001,110,104,max
26,0.05000000000000001,693,46,bonf
26,0.05000000000000001,1283,103,innerprod
26,0.05000000000000001,574,46,avg
26,0.06000000000000001,497,46,unif
26,0.06000000000000001,110,104,max
26,0.06000000000000001,693,46,bonf
26,0.06000000000000001,1270,103,innerprod
26,0.06000000000000001,574,46,avg
26,0.07,595,46,unif
26,0.07,104,104,max
26,0.07,693,46,bonf
26,0.07,1259,103,innerprod
26,0.07,574,46,avg
26,0.08,367,46,unif
26,0.08,104,104,max
26,0.08,688,46,bonf
26,0.08,1241,103,innerprod
26,0.08,574,46,avg
26,0.09000000000000001,351,46,unif
26,0.09000000000000001,101,104,max
26,0.09000000000000001,674,46,bonf
26,0.09000000000000001,1201,103,innerprod
26,0.09000000000000001,574,46,avg
26,0.1,508,46,unif
26,0.1,88,104,max
26,0.1,674,46,bonf
26,0.1,1195,103,innerprod
26,0.1,568,46,avg
27,0.01,2546,5,unif
27,0.01,2133,5,max
27,0.01,6495,80,bonf
27,0.01,4289,103,innerprod
27,0.01,2318,5,avg
27,0.020000000000000004,2131,5,unif
27,0.020000000000000004,1769,5,max
27,0.020000000000000004,6373,103,bonf
27,0.020000000000000004,3852,103,innerprod
27,0.020000000000000004,2304,5,avg
27,0.030000000000000006,1810,5,unif
27,0.030000000000000006,697,79,max
27,0.030000000000000006,6331,103,bonf
27,0.030000000000000006,3470,103,innerprod
27,0.030000000000000006,2170,5,avg
27,0.04000000000000001,1773,5,unif
27,0.04000000000000001,677,79,max
27,0.04000000000000001,6302,103,bonf
27,0.04000000000000001,3348,103,innerprod
27,0.04000000000000001,2170,5,avg
27,0.05000000000000001,1765,5,unif
27,0.05000000000000001,677,79,max
27,0.05000000000000001,6257,103,bonf
27,0.05000000000000001,3290,103,innerprod
27,0.05000000000000001,2170,5,avg
27,0.06000000000000001,775,79,unif
27,0.06000000000000001,673,79,max
27,0.06000000000000001,6255,103,bonf
27,0.06000000000000001,3013,103,innerprod
27,0.06000000000000001,2170,5,avg
27,0.07,1733,5,unif
27,0.07,673,79,max
27,0.07,2377,5,bonf
27,0.07,2680,103,innerprod
27,0.07,2170,5,avg
27,0.08,678,79,unif
27,0.08,419,34,max
27,0.08,2377,5,bonf
27,0.08,2678,103,innerprod
27,0.08,2165,5,avg
27,0.09000000000000001,704,79,unif
27,0.09000000000000001,419,34,max
27,0.09000000000000001,2377,5,bonf
27,0.09000000000000001,2620,103,innerprod
27,0.09000000000000001,2165,5,avg
27,0.1,767,79,unif
27,0.1,419,34,max
27,0.1,2377,5,bonf
27,0.1,2606,103,innerprod
27,0.1,2165,5,avg
28,0.01,1590,103,unif
28,0.01,1252,103,max
28,0.01,2399,103,bonf
28,0.01,2312,103,innerprod
28,0.01,1752,103,avg
28,0.020000000000000004,1239,103,unif
28,0.020000000000000004,1189,79,max
28,0.020000000000000004,2134,103,bonf
28,0.020000000000000004,2155,103,innerprod
28,0.020000000000000004,1623,103,avg
28,0.030000000000000006,1239,103,unif
28,0.030000000000000006,1056,80,max
28,0.030000000000000006,1895,103,bonf
28,0.030000000000000006,2123,103,innerprod
28,0.030000000000000006,1619,103,avg
28,0.04000000000000001,1064,80,unif
28,0.04000000000000001,1001,80,max
28,0.04000000000000001,1885,103,bonf
28,0.04000000000000001,2072,103,innerprod
28,0.04000000000000001,1259,103,avg
28,0.05000000000000001,1004,80,unif
28,0.05000000000000001,1001,80,max
28,0.05000000000000001,1840,103,bonf
28,0.05000000000000001,1918,103,innerprod
28,0.05000000000000001,1259,103,avg
28,0.06000000000000001,946,80,unif
28,0.06000000000000001,946,80,max
28,0.06000000000000001,1828,103,bonf
28,0.06000000000000001,1894,103,innerprod
28,0.06000000000000001,1259,103,avg
28,0.07,1147,79,unif
28,0.07,946,80,max
28,0.07,1828,103,bonf
28,0.07,1876,103,innerprod
28,0.07,1254,103,avg
28,0.08,1072,80,unif
28,0.08,929,80,max
28,0.08,1828,103,bonf
28,0.08,1861,103,innerprod
28,0.08,1254,103,avg
28,0.09000000000000001,1058,80,unif
28,0.09000000000000001,929,80,max
28,0.09000000000000001,1827,103,bonf
28,0.09000000000000001,1841,103,innerprod
28,0.09000000000000001,1254,103,avg
28,0.1,1081,80,unif
28,0.1,422,80,max
28,0.1,1827,103,bonf
28,0.1,1827,103,innerprod
28,0.1,1254,103,avg
29,0.01,474,103,unif
29,0.01,290,103,max
29,0.01,1708,103,bonf
29,0.01,1635,103,innerprod
29,0.01,490,103,avg
29,0.020000000000000004,362,25,unif
29,0.020000000000000004,285,103,max
29,0.020000000000000004,1009,103,bonf
29,0.020000000000000004,1399,103,innerprod
29,0.020000000000000004,484,103,avg
29,0.030000000000000006,452,103,unif
29,0.030000000000000006,199,103,max
29,0.030000000000000006,917,103,bonf
29,0.030000000000000006,1015,103,innerprod
29,0.030000000000000006,484,103,avg
29,0.04000000000000001,367,25,unif
29,0.04000000000000001,199,103,max
29,0.04000000000000001,916,103,bonf
29,0.04000000000000001,1007,103,innerprod
29,0.04000000000000001,473,103,avg
29,0.05000000000000001,374,25,unif
29,0.05000000000000001,197,103,max
29,0.05000000000000001,916,103,bonf
29,0.05000000000000001,916,103,innerprod
29,0.05000000000000001,363,103,avg
29,0.06000000000000001,312,103,unif
29,0.06000000000000001,197,103,max
29,0.06000000000000001,914,103,bonf
29,0.06000000000000001,910,103,innerprod
29,0.06000000000000001,359,75,avg
29,0.07,290,103,unif
29,0.07,169,75,max
29,0.07,891,103,bonf
29,0.07,891,103,innerprod
29,0.07,359,75,avg
29,0.08,188,75,unif
29,0.08,169,75,max
29,0.08,891,103,bonf
29,0.08,888,103,innerprod
29,0.08,298,103,avg
29,0.09000000000000001,215,103,unif
29,0.09000000000000001,169,75,max
29,0.09000000000000001,891,103,bonf
29,0.09000000000000001,877,103,innerprod
29,0.09000000000000001,292,103,avg
29,0.1,214,75,unif
29,0.1,169,75,max
29,0.1,889,103,bonf
29,0.1,745,103,innerprod
29,0.1,290,103,avg
30,0.01,403,103,unif
30,0.01,168,103,max
30,0.01,603,103,bonf
30,0.01,1271,103,innerprod
30,0.01,180,103,avg
30,0.020000000000000004,282,46,unif
30,0.020000000000000004,162,103,max
30,0.020000000000000004,577,103,bonf
30,0.020000000000000004,907,103,innerprod
30,0.020000000000000004,177,103,avg
30,0.030000000000000006,209,103,unif
30,0.030000000000000006,153,103,max
30,0.030000000000000006,576,103,bonf
30,0.030000000000000006,773,103,innerprod
30,0.030000000000000006,177,103,avg
30,0.04000000000000001,282,46,unif
30,0.04000000000000001,142,103,max
30,0.04000000000000001,476,103,bonf
30,0.04000000000000001,750,103,innerprod
30,0.04000000000000001,177,103,avg
30,0.05000000000000001,190,46,unif
30,0.05000000000000001,22,103,max
30,0.05000000000000001,460,103,bonf
30,0.05000000000000001,744,103,innerprod
30,0.05000000000000001,174,103,avg
30,0.06000000000000001,194,46,unif
30,0.06000000000000001,19,46,max
30,0.06000000000000001,460,103,bonf
30,0.06000000000000001,606,103,innerprod
30,0.06000000000000001,174,103,avg
30,0.07,180,103,unif
30,0.07,19,46,max
30,0.07,459,103,bonf
30,0.07,603,103,innerprod
30,0.07,174,103,avg
30,0.08,215,103,unif
30,0.08,19,46,max
30,0.08,306,103,bonf
30,0.08,579,103,innerprod
30,0.08,168,103,avg
30,0.09000000000000001,224,103,unif
30,0.09000000000000001,19,46,max
30,0.09000000000000001,306,103,bonf
30,0.09000000000000001,577,103,innerprod
30,0.09000000000000001,168,103,avg
30,0.1,33,103,unif
30,0.1,19,46,max
30,0.1,306,103,bonf
30,0.1,571,103,innerprod
30,0.1,168,103,avg
31,0.01,2781,86,unif
31,0.01,2699,86,max
31,0.01,4021,103,bonf
31,0.01,2745,103,innerprod
31,0.01,2727,86,avg
31,0.020000000000000004,2102,86,unif
31,0.020000000000000004,2008,86,max
31,0.020000000000000004,3988,103,bonf
31,0.020000000000000004,2669,103,innerprod
31,0.020000000000000004,2727,86,avg
31,0.030000000000000006,2099,86,unif
31,0.030000000000000006,2001,86,max
31,0.030000000000000006,3292,103,bonf
31,0.030000000000000006,2535,103,innerprod
31,0.030000000000000006,2726,86,avg
31,0.04000000000000001,2123,86,unif
31,0.04000000000000001,1995,86,max
31,0.04000000000000001,3269,103,bonf
31,0.04000000000000001,2501,103,innerprod
31,0.04000000000000001,2721,86,avg
31,0.05000000000000001,2005,86,unif
31,0.05000000000000001,1995,86,max
31,0.05000000000000001,3268,103,bonf
31,0.05000000000000001,2414,103,innerprod
31,0.05000000000000001,2716,103,avg
31,0.06000000000000001,2004,34,unif
31,0.06000000000000001,1974,34,max
31,0.06000000000000001,3268,103,bonf
31,0.06000000000000001,2389,103,innerprod
31,0.06000000000000001,2716,103,avg
31,0.07,2142,34,unif
31,0.07,1946,34,max
31,0.07,3266,103,bonf
31,0.07,2379,103,innerprod
31,0.07,2699,86,avg
31,0.08,1956,86,unif
31,0.08,1946,34,max
31,0.08,3266,103,bonf
31,0.08,2223,103,innerprod
31,0.08,2699,86,avg
31,0.09000000000000001,2117,86,unif
31,0.09000000000000001,1509,76,max
31,0.09000000000000001,3265,103,bonf
31,0.09000000000000001,2222,103,innerprod
31,0.09000000000000001,2699,86,avg
31,0.1,1975,34,unif
31,0.1,1509,76,max
31,0.1,3265,103,bonf
31,0.1,2220,103,innerprod
31,0.1,2699,86,avg
32,0.01,1403,46,unif
32,0.01,1246,46,max
32,0.01,4950,103,bonf
32,0.01,2058,103,innerprod
32,0.01,1926,103,avg
32,0.020000000000000004,1339,46,unif
32,0.020000000000000004,600,34,max
32,0.020000000000000004,3849,103,bonf
32,0.020000000000000004,1989,103,innerprod
32,0.020000000000000004,1885,103,avg
32,0.030000000000000006,936,46,unif
32,0.030000000000000006,349,47,max
32,0.030000000000000006,3834,103,bonf
32,0.030000000000000006,1880,103,innerprod
32,0.030000000000000006,1499,46,avg
32,0.04000000000000001,354,47,unif
32,0.04000000000000001,339,47,max
32,0.04000000000000001,2060,103,bonf
32,0.04000000000000001,1758,103,innerprod
32,0.04000000000000001,1498,46,avg
32,0.05000000000000001,576,74,unif
32,0.05000000000000001,318,47,max
32,0.05000000000000001,2060,103,bonf
32,0.05000000000000001,1746,103,innerprod
32,0.05000000000000001,1401,46,avg
32,0.06000000000000001,587,34,unif
32,0.06000000000000001,311,47,max
32,0.06000000000000001,2058,103,bonf
32,0.06000000000000001,1723,103,innerprod
32,0.06000000000000001,1401,46,avg
32,0.07,324,47,unif
32,0.07,311,47,max
32,0.07,2058,103,bonf
32,0.07,1401,103,innerprod
32,0.07,1401,46,avg
32,0.08,518,34,unif
32,0.08,304,47,max
32,0.08,2057,103,bonf
32,0.08,1353,103,innerprod
32,0.08,1342,46,avg
32,0.09000000000000001,604,34,unif
32,0.09000000000000001,163,79,max
32,0.09000000000000001,2057,103,bonf
32,0.09000000000000001,1342,103,innerprod
