trial,alpha,alg,group,t,t-inv
0,0.1,eval,103.0,951.0,554.0
0,0.1,eval,51.0,961.0,546.0
0,0.1,eval,27.0,1671.0,1186.0
0,0.1,eval,78.0,2320.0,1466.0
0,0.1,eval,80.0,2971.0,627.0
0,0.1,eval,29.0,3552.0,622.0
0,0.1,eval,28.0,3652.0,918.0
0,0.1,eval,79.0,4610.0,3622.0
0,0.1,eval,46.0,4739.0,3035.0
0,0.1,eval,30.0,5674.0,2207.0
0,0.1,eval,81.0,6400.0,1062.0
0,0.1,eval,6.0,7429.0,2954.0
0,0.1,eval,104.0,8314.0,60.0
0,0.1,eval,52.0,8595.0,689.0
0,0.1,eval,83.0,8703.0,4819.0
0,0.1,eval,86.0,9643.0,428.0
0,0.1,lilt,103.0,3212.0,2885.0
0,0.1,lilt,51.0,6382.0,2885.0
0,0.1,lila,83.0,26.0,534.0
0,0.1,lila,51.0,647.0,59.0
0,0.1,lila,103.0,894.0,35.0
0,0.1,lila,27.0,1468.0,326.0
0,0.1,lila,78.0,2183.0,68.0
0,0.1,lila,80.0,2806.0,152.0
0,0.1,lila,81.0,2985.0,84.0
0,0.1,lila,29.0,3204.0,297.0
0,0.1,lila,28.0,3593.0,256.0
0,0.1,lila,79.0,3669.0,124.0
0,0.1,lila,46.0,4327.0,48.0
0,0.1,lila,30.0,4548.0,273.0
0,0.1,lila,6.0,4669.0,317.0
0,0.1,lila,52.0,5208.0,26.0
0,0.1,lila,104.0,6107.0,26.0
0,0.1,lila,89.0,8454.0,420.0
0,0.1,lila,86.0,8954.0,127.0
0,0.1,lila,11.0,9270.0,314.0
1,0.1,eval,103.0,3287.0,1215.0
1,0.1,eval,52.0,4255.0,54.0
1,0.1,eval,30.0,4400.0,655.0
1,0.1,eval,104.0,4596.0,49.0
1,0.1,eval,51.0,4672.0,1551.0
1,0.1,eval,80.0,4728.0,1268.0
1,0.1,eval,6.0,4856.0,1010.0
1,0.1,eval,35.0,4962.0,2931.0
1,0.1,eval,87.0,5049.0,3213.0
1,0.1,eval,79.0,6164.0,1300.0
1,0.1,eval,28.0,6288.0,1290.0
1,0.1,eval,86.0,6626.0,2806.0
1,0.1,eval,29.0,7336.0,5087.0
1,0.1,eval,81.0,8050.0,679.0
1,0.1,eval,53.0,9300.0,5723.0
1,0.1,eval,46.0,9380.0,5486.0
1,0.1,lilt,103.0,7652.0,7438.0
1,0.1,lila,37.0,48.0,84.0
1,0.1,lila,11.0,49.0,49.0
1,0.1,lila,30.0,55.0,115.0
1,0.1,lila,6.0,1315.0,267.0
1,0.1,lila,103.0,1560.0,55.0
1,0.1,lila,51.0,1662.0,55.0
1,0.1,lila,80.0,3121.0,127.0
1,0.1,lila,52.0,3261.0,26.0
1,0.1,lila,35.0,3609.0,302.0
1,0.1,lila,87.0,3628.0,259.0
1,0.1,lila,104.0,4593.0,26.0
1,0.1,lila,86.0,5257.0,45.0
1,0.1,lila,79.0,6038.0,108.0
1,0.1,lila,28.0,6450.0,278.0
1,0.1,lila,34.0,6740.0,141.0
1,0.1,lila,29.0,7020.0,176.0
1,0.1,lila,81.0,7397.0,111.0
1,0.1,lila,53.0,8034.0,747.0
1,0.1,lila,46.0,8925.0,111.0
2,0.1,eval,103.0,1552.0,277.0
2,0.1,eval,51.0,1627.0,320.0
2,0.1,eval,80.0,1883.0,999.0
2,0.1,eval,29.0,2681.0,1028.0
2,0.1,eval,35.0,3005.0,1653.0
2,0.1,eval,105.0,3519.0,844.0
2,0.1,eval,81.0,3860.0,1434.0
2,0.1,eval,7.0,4022.0,3080.0
2,0.1,eval,46.0,4221.0,1880.0
2,0.1,eval,6.0,6482.0,2292.0
2,0.1,eval,28.0,6621.0,1968.0
2,0.1,eval,87.0,6832.0,2448.0
2,0.1,eval,79.0,7362.0,5389.0
2,0.1,eval,86.0,7967.0,2235.0
2,0.1,eval,52.0,8763.0,695.0
2,0.1,eval,83.0,9372.0,5013.0
2,0.1,lilt,103.0,3835.0,3722.0
2,0.1,lilt,51.0,9823.0,3722.0
2,0.1,lila,71.0,34.0,1219.0
2,0.1,lila,55.0,44.0,673.0
2,0.1,lila,70.0,44.0,1723.0
2,0.1,lila,101.0,44.0,101.0
2,0.1,lila,10.0,187.0,107.0
2,0.1,lila,27.0,271.0,76.0
2,0.1,lila,103.0,367.0,26.0
2,0.1,lila,48.0,844.0,512.0
2,0.1,lila,105.0,980.0,218.0
2,0.1,lila,51.0,1072.0,26.0
2,0.1,lila,29.0,1342.0,305.0
2,0.1,lila,80.0,1586.0,63.0
2,0.1,lila,35.0,2473.0,325.0
2,0.1,lila,81.0,3645.0,341.0
2,0.1,lila,7.0,3843.0,462.0
2,0.1,lila,46.0,4022.0,37.0
2,0.1,lila,6.0,4902.0,100.0
2,0.1,lila,87.0,5441.0,253.0
2,0.1,lila,28.0,5933.0,106.0
2,0.1,lila,86.0,6005.0,54.0
2,0.1,lila,79.0,6463.0,37.0
2,0.1,lila,52.0,7564.0,52.0
2,0.1,lila,104.0,8786.0,33.0
2,0.1,lila,83.0,9372.0,2586.0
3,0.1,eval,52.0,1587.0,946.0
3,0.1,eval,103.0,1807.0,477.0
3,0.1,eval,35.0,1875.0,700.0
3,0.1,eval,46.0,2111.0,480.0
3,0.1,eval,51.0,2853.0,617.0
3,0.1,eval,104.0,2870.0,1426.0
3,0.1,eval,87.0,3060.0,964.0
3,0.1,eval,80.0,3574.0,2062.0
3,0.1,eval,86.0,4196.0,1890.0
3,0.1,eval,78.0,5759.0,3877.0
3,0.1,eval,11.0,5916.0,770.0
3,0.1,eval,6.0,6229.0,2040.0
3,0.1,eval,81.0,6940.0,523.0
3,0.1,eval,29.0,7153.0,3410.0
3,0.1,eval,79.0,8105.0,3130.0
3,0.1,eval,30.0,9609.0,3930.0
3,0.1,lilt,103.0,4702.0,4204.0
3,0.1,lilt,52.0,5616.0,4204.0
