trial,alpha,alg,group,t,t-inv
0,0.1,eval,28.0,2625.0,1901.0
0,0.1,eval,103.0,2704.0,616.0
0,0.1,eval,80.0,3077.0,450.0
0,0.1,eval,79.0,3313.0,1789.0
0,0.1,eval,46.0,4489.0,2031.0
0,0.1,eval,75.0,4573.0,3657.0
0,0.1,eval,25.0,4578.0,549.0
0,0.1,eval,6.0,4911.0,3230.0
0,0.1,eval,51.0,5590.0,450.0
0,0.1,eval,5.0,5772.0,4860.0
0,0.1,eval,29.0,7321.0,379.0
0,0.1,eval,76.0,7454.0,3981.0
0,0.1,eval,86.0,7665.0,845.0
0,0.1,eval,34.0,9397.0,548.0
0,0.1,sprt,103.0,4888.0,2038.0
0,0.1,sprt,46.0,7058.0,3366.0
0,0.1,lilt,103.0,4874.0,101.0
0,0.1,lila,29.0,190.0,101.0
0,0.1,lila,80.0,452.0,101.0
0,0.1,lila,103.0,2196.0,101.0
0,0.1,lila,28.0,2595.0,179.0
0,0.1,lila,79.0,2625.0,101.0
0,0.1,lila,51.0,3063.0,101.0
0,0.1,lila,46.0,3366.0,101.0
0,0.1,lila,6.0,3731.0,163.0
0,0.1,lila,75.0,4017.0,232.0
0,0.1,lila,25.0,4551.0,257.0
0,0.1,lila,81.0,5522.0,305.0
0,0.1,lila,5.0,5525.0,101.0
0,0.1,lila,86.0,5646.0,115.0
0,0.1,lila,76.0,5955.0,378.0
0,0.1,lila,87.0,8990.0,101.0
0,0.1,lila,34.0,9045.0,196.0
1,0.1,eval,46.0,2682.0,1404.0
1,0.1,eval,103.0,2682.0,1404.0
1,0.1,eval,80.0,3687.0,1225.0
1,0.1,eval,6.0,4939.0,418.0
1,0.1,eval,29.0,5044.0,3942.0
1,0.1,eval,7.0,5612.0,2869.0
1,0.1,eval,51.0,5632.0,3409.0
1,0.1,eval,81.0,5806.0,3022.0
1,0.1,eval,86.0,7301.0,4851.0
1,0.1,eval,87.0,7983.0,2101.0
1,0.1,eval,34.0,8523.0,6444.0
1,0.1,sprt,103.0,5425.0,2307.0
1,0.1,lilt,103.0,5564.0,101.0
1,0.1,lila,91.0,125.0,494.0
1,0.1,lila,6.0,739.0,101.0
1,0.1,lila,103.0,2504.0,101.0
1,0.1,lila,80.0,2510.0,101.0
1,0.1,lila,46.0,2866.0,101.0
1,0.1,lila,87.0,3311.0,224.0
1,0.1,lila,7.0,3414.0,206.0
1,0.1,lila,81.0,3420.0,206.0
1,0.1,lila,29.0,4371.0,245.0
1,0.1,lila,86.0,4953.0,101.0
1,0.1,lila,51.0,5151.0,101.0
1,0.1,lila,34.0,7362.0,101.0
1,0.1,lila,79.0,7650.0,124.0
1,0.1,lila,35.0,8361.0,225.0
2,0.1,eval,5.0,1498.0,347.0
2,0.1,eval,79.0,1744.0,369.0
2,0.1,eval,103.0,2565.0,411.0
2,0.1,eval,46.0,3778.0,378.0
2,0.1,eval,7.0,5987.0,3233.0
2,0.1,eval,87.0,6312.0,2238.0
2,0.1,eval,34.0,6569.0,1825.0
2,0.1,eval,80.0,7113.0,3963.0
2,0.1,eval,86.0,7334.0,3388.0
2,0.1,eval,81.0,8094.0,783.0
2,0.1,eval,88.0,8468.0,2141.0
2,0.1,sprt,103.0,5819.0,1813.0
2,0.1,sprt,46.0,9227.0,2918.0
2,0.1,lilt,103.0,6156.0,101.0
2,0.1,lila,5.0,369.0,139.0
2,0.1,lila,79.0,1534.0,138.0
2,0.1,lila,46.0,1734.0,101.0
2,0.1,lila,103.0,2063.0,101.0
2,0.1,lila,87.0,4106.0,156.0
2,0.1,lila,34.0,4732.0,202.0
2,0.1,lila,29.0,5250.0,256.0
2,0.1,lila,7.0,5389.0,101.0
2,0.1,lila,81.0,5833.0,101.0
2,0.1,lila,80.0,6187.0,170.0
2,0.1,lila,51.0,6208.0,101.0
2,0.1,lila,86.0,6225.0,163.0
2,0.1,lila,88.0,6650.0,579.0
3,0.1,eval,46.0,1846.0,168.0
3,0.1,eval,103.0,2141.0,850.0
3,0.1,eval,79.0,2877.0,1917.0
3,0.1,eval,80.0,4134.0,3155.0
3,0.1,eval,83.0,4235.0,1620.0
3,0.1,eval,35.0,6233.0,2099.0
3,0.1,eval,51.0,6713.0,2781.0
3,0.1,eval,5.0,6902.0,1133.0
3,0.1,eval,87.0,7421.0,2487.0
3,0.1,eval,86.0,8756.0,1697.0
3,0.1,eval,29.0,9412.0,3306.0
3,0.1,sprt,103.0,4866.0,1657.0
3,0.1,lilt,103.0,4156.0,101.0
3,0.1,lila,103.0,1420.0,101.0
3,0.1,lila,83.0,1657.0,650.0
3,0.1,lila,46.0,1819.0,102.0
3,0.1,lila,35.0,2487.0,274.0
3,0.1,lila,79.0,2780.0,111.0
3,0.1,lila,5.0,3024.0,113.0
3,0.1,lila,80.0,3287.0,102.0
3,0.1,lila,51.0,5020.0,101.0
3,0.1,lila,29.0,5548.0,349.0
3,0.1,lila,87.0,5856.0,101.0
3,0.1,lila,86.0,6838.0,116.0
3,0.1,lila,6.0,9071.0,137.0
4,0.1,eval,80.0,1947.0,372.0
4,0.1,eval,103.0,2336.0,1815.0
4,0.1,eval,6.0,2346.0,1448.0
4,0.1,eval,46.0,2902.0,1771.0
4,0.1,eval,81.0,3426.0,2759.0
4,0.1,eval,88.0,3887.0,2149.0
4,0.1,eval,51.0,3930.0,2521.0
4,0.1,eval,86.0,6051.0,1547.0
4,0.1,eval,47.0,7527.0,197.0
4,0.1,eval,34.0,7945.0,296.0
4,0.1,eval,29.0,9078.0,372.0
4,0.1,sprt,103.0,3884.0,1947.0
4,0.1,sprt,46.0,7992.0,2899.0
4,0.1,lilt,103.0,3646.0,101.0
4,0.1,lila,9.0,188.0,101.0
4,0.1,lila,29.0,382.0,165.0
4,0.1,lila,80.0,382.0,101.0
4,0.1,lila,31.0,903.0,241.0
4,0.1,lila,6.0,2043.0,133.0
4,0.1,lila,103.0,2252.0,101.0
4,0.1,lila,46.0,2578.0,101.0
4,0.1,lila,86.0,2646.0,101.0
4,0.1,lila,51.0,2845.0,101.0
4,0.1,lila,88.0,3342.0,448.0
4,0.1,lila,81.0,3426.0,464.0
4,0.1,lila,34.0,4136.0,112.0
4,0.1,lila,47.0,4437.0,101.0
4,0.1,lila,4.0,5612.0,145.0
4,0.1,lila,36.0,5627.0,448.0
4,0.1,lila,7.0,6921.0,595.0
4,0.1,lila,75.0,9295.0,437.0
5,0.1,eval,103.0,3008.0,457.0
5,0.1,eval,46.0,3068.0,2617.0
5,0.1,eval,80.0,3135.0,464.0
5,0.1,eval,86.0,3596.0,1435.0
5,0.1,eval,81.0,3738.0,3159.0
5,0.1,eval,29.0,4617.0,649.0
5,0.1,eval,6.0,5624.0,2595.0
5,0.1,eval,34.0,5711.0,1708.0
5,0.1,eval,5.0,6982.0,3896.0
5,0.1,eval,79.0,7008.0,377.0
5,0.1,eval,87.0,7760.0,1742.0
5,0.1,eval,7.0,8522.0,410.0
5,0.1,eval,51.0,8612.0,4587.0
5,0.1,sprt,103.0,5075.0,2392.0
5,0.1,sprt,46.0,7056.0,3068.0
5,0.1,lilt,103.0,4426.0,101.0
5,0.1,lila,13.0,101.0,295.0
5,0.1,lila,80.0,661.0,153.0
5,0.1,lila,103.0,2609.0,101.0
5,0.1,lila,86.0,2667.0,101.0
5,0.1,lila,46.0,3031.0,101.0
5,0.1,lila,6.0,3756.0,330.0
5,0.1,lila,81.0,4115.0,101.0
5,0.1,lila,29.0,4251.0,175.0
5,0.1,lila,34.0,4491.0,101.0
5,0.1,lila,11.0,5181.0,144.0
5,0.1,lila,87.0,5878.0,207.0
5,0.1,lila,79.0,6571.0,101.0
5,0.1,lila,5.0,6926.0,163.0
5,0.1,lila,51.0,7141.0,101.0
5,0.1,lila,47.0,7616.0,101.0
5,0.1,lila,30.0,8142.0,565.0
5,0.1,lila,7.0,8235.0,101.0
6,0.1,eval,103.0,1190.0,456.0
6,0.1,eval,80.0,1928.0,1316.0
6,0.1,eval,35.0,2529.0,2005.0
6,0.1,eval,87.0,2745.0,2088.0
6,0.1,eval,46.0,2939.0,653.0
6,0.1,eval,81.0,4057.0,643.0
6,0.1,eval,79.0,4467.0,429.0
6,0.1,eval,51.0,5426.0,1942.0
6,0.1,eval,7.0,7245.0,2732.0
6,0.1,eval,30.0,8113.0,681.0
6,0.1,eval,75.0,9254.0,3640.0
6,0.1,eval,29.0,9497.0,1928.0
6,0.1,eval,28.0,9503.0,857.0
6,0.1,eval,82.0,9550.0,6091.0
6,0.1,eval,12.0,9825.0,7147.0
6,0.1,sprt,103.0,5299.0,1571.0
6,0.1,sprt,46.0,8873.0,2863.0
6,0.1,lilt,103.0,5379.0,101.0
6,0.1,lila,3.0,101.0,101.0
6,0.1,lila,13.0,112.0,177.0
6,0.1,lila,103.0,1190.0,101.0
6,0.1,lila,30.0,1233.0,437.0
6,0.1,lila,81.0,1233.0,277.0
6,0.1,lila,35.0,2711.0,118.0
6,0.1,lila,46.0,2757.0,101.0
6,0.1,lila,87.0,2881.0,101.0
6,0.1,lila,31.0,3511.0,405.0
6,0.1,lila,51.0,4521.0,105.0
6,0.1,lila,79.0,5422.0,236.0
6,0.1,lila,80.0,5776.0,141.0
6,0.1,lila,86.0,5918.0,101.0
6,0.1,lila,7.0,6122.0,295.0
6,0.1,lila,75.0,7058.0,101.0
6,0.1,lila,82.0,7105.0,366.0
6,0.1,lila,34.0,8504.0,101.0
6,0.1,lila,12.0,9218.0,346.0
6,0.1,lila,29.0,9398.0,211.0
7,0.1,eval,30.0,2227.0,1500.0
7,0.1,eval,103.0,2373.0,234.0
7,0.1,eval,81.0,2445.0,483.0
7,0.1,eval,51.0,2608.0,101.0
7,0.1,eval,80.0,2650.0,1760.0
7,0.1,eval,6.0,2701.0,1760.0
7,0.1,eval,46.0,5642.0,2315.0
7,0.1,eval,7.0,9534.0,7001.0
7,0.1,sprt,103.0,5609.0,1882.0
7,0.1,sprt,46.0,9698.0,4493.0
7,0.1,lilt,103.0,5977.0,101.0
7,0.1,lila,86.0,146.0,101.0
7,0.1,lila,30.0,231.0,101.0
7,0.1,lila,51.0,234.0,101.0
7,0.1,lila,76.0,528.0,347.0
7,0.1,lila,80.0,1843.0,159.0
7,0.1,lila,81.0,1972.0,101.0
7,0.1,lila,6.0,2037.0,364.0
